X2.5.,X10.,X50.,X90.,X97.5.,freq_significant
-20.06503030144168,-17.8062042034404,-0.3709686723632048,1.2527629684939658,1.9683328322874898,0.07710280373831775
-20.259215699070587,-17.927617798785548,-0.28768206642707145,1.2527629684939665,2.0149030205422633,0.0911214953271028
-19.67542199541237,-17.670475639434887,-0.12565721414036185,1.386294361119486,2.079441541679429,0.06542056074766354
-20.331737361126912,-18.096064880617995,-0.4054651081054003,1.2722380814626373,2.1177210282659558,0.09579439252336448
-19.566068518511052,-17.899024742401902,-0.5108256237665172,1.0501501358901004,1.9011572993183612,0.0630841121495327
-20.54161375392657,-18.160603401757044,-0.40546510810539826,1.0986122886659717,2.0149030205389726,0.10514018691588785
-20.390991863565336,-17.42227925639966,-0.25131442827910816,1.0986122886680132,2.1972245773361663,0.07009345794392523
-19.82920243114685,-17.58306065212819,-0.40546510810636144,1.1703148435228907,2.1972245773321464,0.06542056074766354
-20.259215699070158,-17.57129443817987,-0.28768206642707117,1.2039728043245361,2.2473235482667677,0.06775700934579439
-19.853750590963664,-18.096064880617096,-0.2876820694382376,1.2273056175671129,2.231466744924805,0.08644859813084112
-19.566068518509745,-17.1250903151154,-0.30922814397766685,1.2734608299399004,2.326173594062734,0.06074766355140187
-19.566068518511564,-17.554467598185287,-0.40546510810539826,1.1631508087578988,1.80502661744586,0.056074766355140186
-20.664680807178446,-17.846263621228175,-0.28768207245061667,1.299282984129409,2.3184418963475535,0.0911214953271028
-19.971533621690092,-17.55108614145848,-0.309228143978019,1.3060248408853061,1.9437846724716428,0.07710280373831775
-19.97153362070587,-17.912980747091687,-0.4054651081071115,1.408861387491025,2.2393445840642614,0.09579439252336448
-18.932175843909,-17.649777777988227,-0.28768207244940314,1.0986122886679075,2.0358780394219482,0.0630841121495327
-18.475934819842657,-17.387413515016235,-0.4054651081053999,1.1332545708708852,2.07944154167943,0.04439252336448598
-19.971533626618893,-17.872921329300702,-0.28768207245157906,1.3862943611194856,1.7917594692258993,0.0794392523364486
-19.659565192059354,-17.64977777798861,-0.235802455307503,1.2800545017951055,2.0358780399085497,0.06074766355140187
-19.869607394318223,-17.872921329302503,-0.4363078341869059,1.2039728043244518,2.318441896330717,0.08177570093457943
-19.5660685190881,-17.890068853454775,-0.28768207245157906,1.098612288667907,2.035878039425241,0.06542056074766354
-19.971533626617813,-17.72968094272875,-0.2876820664270714,1.2928223862808563,2.079441540668796,0.07242990654205607
-20.0650303001667,-17.718770649476216,-0.3080930697118043,1.3862943611194862,2.2907212508818735,0.07476635514018691
-19.971533626617607,-17.649777777987865,-0.2876820724515784,1.2527629684939667,2.117721028267818,0.0630841121495327
-19.892030077549933,-17.965437447890793,-0.4054651081053996,1.2574874755848289,2.079441540182194,0.0794392523364486
-19.892030077550945,-18.00645272192937,-0.40546510810539815,1.2008873879855162,1.7917594692258985,0.07710280373831775
-20.25921569914049,-18.006452721928365,-0.4054651081053999,1.3862943611196872,2.394772959762467,0.102803738317757
-19.82091172947957,-18.160603397455525,-0.4054651081081641,1.1179738450086265,1.8694132864699844,0.07710280373831775
-19.853750590962044,-17.60460081319508,-0.4054651081053977,1.0986122886679068,1.9763210912002656,0.0630841121495327
-19.810187089193445,-17.64977777798908,-0.3690974627074789,1.3862943611195466,2.394772959765402,0.08644859813084112
-20.005775794337918,-17.98673310805193,-0.4054651081079471,1.3665747472422582,2.176214491140048,0.102803738317757
-20.66468080023824,-18.11542643695979,-0.3233135824611064,1.2612142315835064,2.117721022749782,0.10514018691588785
-20.065030301472156,-18.067489484455642,-0.40546510810816416,1.098612288667907,2.0741575264983685,0.08878504672897196
-19.97153362662018,-17.585239257543336,-0.380177965128894,1.2039728043239404,2.3947729597654015,0.0794392523364486
-19.56606851851163,-17.806204203440355,-0.3900792787747121,1.2219000659241028,2.267962119281759,0.0794392523364486
-19.65956519205771,-17.761880150402842,-0.40546510810796255,1.0986122886657812,1.8177733492209003,0.07476635514018691
-20.259215699070538,-18.160603401757097,-0.40546510810816394,1.1862503387363088,1.841858440158604,0.10981308411214953
-19.892030075218752,-17.718770650175653,-0.4054651081053985,1.3862943611195466,2.1972245773302843,0.08411214953271028
-19.971533626618886,-17.806204203441013,-0.4054651081053999,1.218609853574924,2.079441540668797,0.08177570093457943
